"ID","Year","LocationAbbr","LocationDesc","Class","Topic","Indicator","Response","DataSource","Data_Value_Unit","Data_Value_Type","Data_Value","Data_Value_Footnote_Symbol","Data_Value_Footnote","Low_Confidence_Limit","High_Confidence_Limit","Sample_Size","Stratification","StratificationType","IndicatorId","LocationOrder","ParentStateDisplayOrder","FootnoteType","FootNoteSymbol","FootnoteText","URL","DatasourceAbbr","Agency"
"3752001","2020","MA","Massachusetts","Health Care Access/Coverage","Health Care Coverage","Do you have any kind of health care coverage?","Yes","BRFSS","%","Crude Prevalence","95.0","","","94.2","95.7","6892","Overall","Overall","HLTHPLN1","24","24","","","","","",""
"3751822","2020","MI","Michigan","Health Care Access/Coverage","Health Care Coverage","Do you have any kind of health care coverage?","Yes","BRFSS","%","Crude Prevalence","93.2","","","92.3","94.0","6885","Overall","Overall","HLTHPLN1","25","25","","","","","",""
"3751257","2020","MN","Minnesota","Health Care Access/Coverage","Health Care Coverage","Do you have any kind of health care coverage?","Yes","BRFSS","%","Crude Prevalence","91.8","","","91.2","92.3","14583","Overall","Overall","HLTHPLN1","26","26","","","","","",""
"3759332","2020","MS","Mississippi","Health Care Access/Coverage","Health Care Coverage","Do you have any kind of health care coverage?","Yes","BRFSS","%","Crude Prevalence","82.6","","","81.3","84.0","5726","Overall","Overall","HLTHPLN1","27","27","","","","","",""
"3763892","2020","MO","Missouri","Health Care Access/Coverage","Health Care Coverage","Do you have any kind of health care coverage?","Yes","BRFSS","%","Crude Prevalence","87.5","","","86.5","88.5","8284","Overall","Overall","HLTHPLN1","28","28","","","","","",""
"3770452","2020","MT","Montana","Health Care Access/Coverage","Health Care Coverage","Do you have any kind of health care coverage?","Yes","BRFSS","%","Crude Prevalence","91.0","","","90.1","91.9","5824","Overall","Overall","HLTHPLN1","29","29","","","","","",""
"3759948","2020","NE","Nebraska","Health Care Access/Coverage","Health Care Coverage","Do you have any kind of health care coverage?","Yes","BRFSS","%","Crude Prevalence","87.9","","","87.0","88.8","13327","Overall","Overall","HLTHPLN1","30","30","","","","","",""
"3776351","2020","NV","Nevada","Health Care Access/Coverage","Health Care Coverage","Do you have any kind of health care coverage?","Yes","BRFSS","%","Crude Prevalence","84.8","","","82.6","86.9","2203","Overall","Overall","HLTHPLN1","31","31","","","","","",""
"3777055","2020","NH","New Hampshire","Health Care Access/Coverage","Health Care Coverage","Do you have any kind of health care coverage?","Yes","BRFSS","%","Crude Prevalence","92.4","","","91.3","93.4","6056","Overall","Overall","HLTHPLN1","32","32","","","","","",""
"3783869","2020","NJ","New Jersey","Health Care Access/Coverage","Health Care Coverage","Do you have any kind of health care coverage?","Yes","BRFSS","%","Crude Prevalence","88.4","","","87.6","89.2","10228","Overall","Overall","HLTHPLN1","33","33","","","","","",""
"3787825","2020","NM","New Mexico","Health Care Access/Coverage","Health Care Coverage","Do you have any kind of health care coverage?","Yes","BRFSS","%","Crude Prevalence","88.8","","","87.4","90.1","6478","Overall","Overall","HLTHPLN1","34","34","","","","","",""
"3786866","2020","NY","New York","Health Care Access/Coverage","Health Care Coverage","Do you have any kind of health care coverage?","Yes","BRFSS","%","Crude Prevalence","89.5","","","88.7","90.2","13519","Overall","Overall","HLTHPLN1","35","35","","","","","",""
"3794990","2020","NC","North Carolina","Health Care Access/Coverage","Health Care Coverage","Do you have any kind of health care coverage?","Yes","BRFSS","%","Crude Prevalence","85.3","","","84.1","86.5","5047","Overall","Overall","HLTHPLN1","36","36","","","","","",""
"3788278","2020","ND","North Dakota","Health Care Access/Coverage","Health Care Coverage","Do you have any kind of health care coverage?","Yes","BRFSS","%","Crude Prevalence","91.4","","","90.0","92.9","4233","Overall","Overall","HLTHPLN1","37","37","","","","","",""
"3806802","2020","OH","Ohio","Health Care Access/Coverage","Health Care Coverage","Do you have any kind of health care coverage?","Yes","BRFSS","%","Crude Prevalence","90.7","","","90.0","91.5","13502","Overall","Overall","HLTHPLN1","38","38","","","","","",""
"3806886","2020","OK","Oklahoma","Health Care Access/Coverage","Health Care Coverage","Do you have any kind of health care coverage?","Yes","BRFSS","%","Crude Prevalence","84.2","","","82.8","85.7","4454","Overall","Overall","HLTHPLN1","39","39","","","","","",""
"3806141","2020","OR","Oregon","Health Care Access/Coverage","Health Care Coverage","Do you have any kind of health care coverage?","Yes","BRFSS","%","Crude Prevalence","91.0","","","90.1","92.0","5009","Overall","Overall","HLTHPLN1","40","40","","","","","",""
"3824033","2020","PA","Pennsylvania","Health Care Access/Coverage","Health Care Coverage","Do you have any kind of health care coverage?","Yes","BRFSS","%","Crude Prevalence","91.8","","","90.7","92.9","5152","Overall","Overall","HLTHPLN1","41","41","","","","","",""
"3817097","2020","RI","Rhode Island","Health Care Access/Coverage","Health Care Coverage","Do you have any kind of health care coverage?","Yes","BRFSS","%","Crude Prevalence","93.0","","","91.9","94.1","5073","Overall","Overall","HLTHPLN1","42","42","","","","","",""
"3816724","2020","SC","South Carolina","Health Care Access/Coverage","Health Care Coverage","Do you have any kind of health care coverage?","Yes","BRFSS","%","Crude Prevalence","85.9","","","84.3","87.5","3596","Overall","Overall","HLTHPLN1","43","43","","","","","",""
"3821702","2020","SD","South Dakota","Health Care Access/Coverage","Health Care Coverage","Do you have any kind of health care coverage?","Yes","BRFSS","%","Crude Prevalence","90.1","","","88.3","92.0","6423","Overall","Overall","HLTHPLN1","44","44","","","","","",""
"3841909","2020","TN","Tennessee","Health Care Access/Coverage","Health Care Coverage","Do you have any kind of health care coverage?","Yes","BRFSS","%","Crude Prevalence","86.9","","","85.4","88.4","4124","Overall","Overall","HLTHPLN1","45","45","","","","","",""
"3829655","2020","TX","Texas","Health Care Access/Coverage","Health Care Coverage","Do you have any kind of health care coverage?","Yes","BRFSS","%","Crude Prevalence","75.5","","","73.8","77.2","8562","Overall","Overall","HLTHPLN1","46","46","","","","","",""
"3835984","2020","UT","Utah","Health Care Access/Coverage","Health Care Coverage","Do you have any kind of health care coverage?","Yes","BRFSS","%","Crude Prevalence","88.2","","","87.3","89.1","9934","Overall","Overall","HLTHPLN1","47","47","","","","","",""
"3850941","2020","VT","Vermont","Health Care Access/Coverage","Health Care Coverage","Do you have any kind of health care coverage?","Yes","BRFSS","%","Crude Prevalence","93.5","","","92.5","94.4","6208","Overall","Overall","HLTHPLN1","48","48","","","","","",""
"3856200","2020","VA","Virginia","Health Care Access/Coverage","Health Care Coverage","Do you have any kind of health care coverage?","Yes","BRFSS","%","Crude Prevalence","88.9","","","87.9","89.9","8769","Overall","Overall","HLTHPLN1","49","49","","","","","",""
"3844927","2020","WA","Washington","Health Care Access/Coverage","Health Care Coverage","Do you have any kind of health care coverage?","Yes","BRFSS","%","Crude Prevalence","90.6","","","89.9","91.3","11969","Overall","Overall","HLTHPLN1","50","50","","","","","",""
"3858775","2020","WV","West Virginia","Health Care Access/Coverage","Health Care Coverage","Do you have any kind of health care coverage?","Yes","BRFSS","%","Crude Prevalence","92.0","","","91.0","92.9","5513","Overall","Overall","HLTHPLN1","51","51","","","","","",""
"3865802","2020","WI","Wisconsin","Health Care Access/Coverage","Health Care Coverage","Do you have any kind of health care coverage?","Yes","BRFSS","%","Crude Prevalence","92.4","","","91.3","93.6","4787","Overall","Overall","HLTHPLN1","52","52","","","","","",""
"3860056","2020","WY","Wyoming","Health Care Access/Coverage","Health Care Coverage","Do you have any kind of health care coverage?","Yes","BRFSS","%","Crude Prevalence","85.5","","","83.8","87.2","4406","Overall","Overall","HLTHPLN1","53","53","","","","","",""
"3866401","2020","GU","Guam","Health Care Access/Coverage","Health Care Coverage","Do you have any kind of health care coverage?","Yes","BRFSS","%","Crude Prevalence","79.3","","","76.1","82.5","1830","Overall","Overall","HLTHPLN1","56","56","","","","","",""
"3874000","2020","PR","Puerto Rico","Health Care Access/Coverage","Health Care Coverage","Do you have any kind of health care coverage?","Yes","BRFSS","%","Crude Prevalence","93.1","","","92.1","94.0","4609","Overall","Overall","HLTHPLN1","60","60","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","Datasource","","Behavioral Risk Factor Surveillance System","http://www.cdc.gov/brfss","BRFSS","CDC"
"","","","","","","","","","","","","","","","","","","","","","","MeasureDefinitions","%","Percent","","",""
"","","","","","","","","","","","","","","","","","","","","","","MeasureDefinitions","CI","95% Confidence Interval","","",""
"","","","","","","","","","","","","","","","","","","","","","","MeasureDefinitions","n","“Sample Size”. Translates to the number of adult respondents who answered this question, or were assigned to this category based on question responses for a calculated variable, or the number of states included for a median.","","",""
"","","","","","","","","","","","","","","","","","","","","","","MeasureDefinitions","N/A","Translates to no data available for a record.","","",""
"","","","","","","","","","","","","","","","","","","","","","","MeasureDefinitions","No Data","Translates to no data available for record.","","",""
"","","","","","","","","","","","","","","","","","","","","","","SuggestedCitation","","Centers for Disease Control and Prevention, National Center for Chronic Disease Prevention and Health Promotion, Division of Population Health. BRFSS Prevalence & Trends Data [online]. 2015.","https://www.cdc.gov/brfss/brfssprevalence/","",""
"","","","","","","","","","","","","","","","","","","","","","","RelatedLinks","","Prevalence Data and Data Analysis Tools","/brfss/data_tools.htm","",""
"","","","","","","","","","","","","","","","","","","","","","","RelatedLinks","","Behavioral Risk Factor Surveillance System (BRFSS)","/brfss/index.html","",""
"","","","","","","","","","","","","","","","","","","","","","","RelatedLinks","","Division of Population Health","/nccdphp/dph/index.html","",""
"","","","","","","","","","","","","","","","","","","","","","","RelatedLinks","","Survey Data & Documentation","/brfss/data_documentation/index.htm","",""
